1,0
2,0.11842
3,0
4,0.26316
5,0
6,0.039474
7,0
8,0.17105
9,0
10,0.013158
11,0
12,0.11842
13,0
14,0.039474
15,0
16,0.23684
17,0
18,0
19,0
20,0
