1,0.10695
2,0.43316
3,0
4,0.19251
5,0.0053476
6,0.0053476
7,0
8,0.1016
9,0
10,0.026738
11,0
12,0.02139
13,0
14,0.02139
15,0
16,0.037433
17,0
18,0.0053476
19,0
20,0.042781
