1,0
2,0.2963
3,0
4,0.32099
5,0
6,0.037037
7,0
8,0.11111
9,0
10,0
11,0
12,0.049383
13,0
14,0.012346
15,0
16,0.12346
17,0
18,0.012346
19,0
20,0.037037
