1,0.11268
2,0.46479
3,0
4,0.21127
5,0
6,0.028169
7,0
8,0.049296
9,0
10,0.021127
11,0
12,0
13,0
14,0.028169
15,0
16,0.042254
17,0.0070423
18,0.0070423
19,0
20,0.028169
