1,0.056604
2,0.24528
3,0
4,0.20755
5,0.037736
6,0.075472
7,0.056604
8,0.018868
9,0
10,0.056604
11,0
12,0.018868
13,0
14,0
15,0
16,0.018868
17,0
18,0
19,0
20,0.20755
