1,0.020619
2,0.34021
3,0
4,0.27835
5,0
6,0.030928
7,0
8,0.082474
9,0
10,0
11,0
12,0.061856
13,0
14,0
15,0
16,0.12371
17,0
18,0.010309
19,0
20,0.051546
