1,0.12234
2,0.46277
3,0.0053191
4,0.15426
5,0
6,0.053191
7,0
8,0.058511
9,0
10,0.026596
11,0
12,0.031915
13,0
14,0.015957
15,0
16,0.0053191
17,0
18,0.042553
19,0
20,0.021277
