1,0.026667
2,0.2
3,0
4,0.22667
5,0
6,0.04
7,0.013333
8,0.16
9,0
10,0.04
11,0
12,0.14667
13,0
14,0
15,0
16,0.10667
17,0
18,0
19,0
20,0.04
