2.596,1.4529,0.048457
1.164,1.5334,0.051141
0.176,0.47445,0.015824
0.25025,0.65858,0.021965
0.0272,0.17107,0.0057056
0.056167,0.26837,0.0089507
0.0082857,0.095265,0.0031773
0.035,0.20501,0.0068376
0.0047778,0.070553,0.0023531
0.0116,0.11165,0.0037239
0.0017273,0.041526,0.001385
0.0093333,0.098727,0.0032927
0.001,0.031608,0.0010542
0.0027857,0.054046,0.0018026
0.0019333,0.043929,0.0014651
0.0069375,0.088825,0.0029625
0.00058824,0.024247,0.00080869
0.0026111,0.053166,0.0017732
0.00031579,0.017768,0.0005926
0.0021,0.045779,0.0015268
0.0010952,0.034487,0.0011502
0.0012273,0.036287,0.0012102
0.00043478,0.020847,0.0006953
0.0023333,0.050774,0.0016934
0.00072,0.026824,0.00089462
0.00073077,0.027023,0.00090128
0.00048148,0.021938,0.00073167
0.00064286,0.026719,0.00089112
0.00041379,0.020338,0.00067831
0.0013333,0.036491,0.001217
0.00045161,0.021247,0.00070862
0.001125,0.034442,0.0011487
0.00042424,0.020593,0.00068682
0.00052941,0.023003,0.0007672
0.00017143,0.013092,0.00043665
0.00083333,0.028856,0.0009624
0.00013514,0.011624,0.00038769
0.00036842,0.019191,0.00064006
0.00020513,0.014321,0.00047763
0.00065,0.025487,0.00085004
0.00012195,0.011043,0.00036829
0.00054762,0.023395,0.00078027
0.00023256,0.015248,0.00050856
0.00038636,0.020777,0.00069295
0.00026667,0.017637,0.00058821
0.00019565,0.013986,0.00046647
0.00014894,0.012203,0.000407
0.0004375,0.020912,0.00069746
0.00030612,0.017494,0.00058345
0.00034,0.018436,0.00061488
0.00017647,0.013283,0.00044302
0.00026923,0.016406,0.00054718
